Fecha,Semestre,Rival,Goles Newells,Goles rival,Resultado,Condición,Resultado num,Entrenador,Idolatría,Técnico interino?,Presidente
2024-08-02,2° 2024,Estudiantes LP,1,4,Derrota,Local,0,Sebastian Mendez,Externo,Efectivo,Ignacio Astore
2024-08-10,2° 2024,Rosario Central,1,0,Derrota,Visitante,0,Sebastian Mendez,Externo,Efectivo,Ignacio Astore
2024-08-16,2° 2024,Racing Club,0,1,Derrota,Local,0,Sebastian Mendez,Externo,Efectivo,Ignacio Astore
2024-08-25,2° 2024,River Plate,0,0,Empate,Visitante,1,Sebastian Mendez,Externo,Efectivo,Ignacio Astore
2024-08-31,2° 2024,Belgrano,0,0,Empate,Local,1,Sebastian Mendez,Externo,Efectivo,Ignacio Astore
2024-09-15,2° 2024,Argentinos Jrs,3,0,Derrota,Visitante,0,Sebastian Mendez,Externo,Efectivo,Ignacio Astore
2024-09-21,2° 2024,Tigre,1,0,Victoria,Local,3,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-09-27,2° 2024,Riestra,3,3,Empate,Visitante,1,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-10-05,2° 2024,Lanús,2,1,Victoria,Local,3,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-10-20,2° 2024,Godoy Cruz,2,0,Derrota,Visitante,0,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-10-26,2° 2024,Sarmiento,1,1,Empate,Local,1,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-11-01,2° 2024,Unión,2,0,Derrota,Visitante,0,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-11-05,2° 2024,Huracán,2,4,Derrota,Local,0,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-11-09,2° 2024,Gimnasia LP,1,0,Derrota,Visitante,0,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-11-20,2° 2024,Central Córdoba (SdE),2,3,Derrota,Local,0,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-11-26,2° 2024,Independiente,0,1,Derrota,Local,0,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-12-02,2° 2024,Atlético Tucumán,2,1,Derrota,Visitante,0,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-12-08,2° 2024,Talleres,0,3,Derrota,Local,0,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2024-12-15,2° 2024,Platense,0,0,Empate,Visitante,1,Ricardo Lunari,Ídolo,Interino,Ignacio Astore
2025-01-27,1° 2025,Central Córdoba (SdE),1,0,Victoria,Local,3,Mariano Soso,Externo,Efectivo,Ignacio Astore
2025-01-31,1° 2025,Defensa y Justicia,0,0,Empate,Visitante,1,Mariano Soso,Externo,Efectivo,Ignacio Astore
2025-02-05,1° 2025,Banfield,1,1,Empate,Local,1,Mariano Soso,Externo,Efectivo,Ignacio Astore
2025-02-09,1° 2025,Instituto,2,1,Derrota,Visitante,0,Mariano Soso,Externo,Efectivo,Ignacio Astore
2025-02-13,1° 2025,Barracas Central,2,0,Victoria,Local,3,Mariano Soso,Externo,Efectivo,Ignacio Astore
2025-02-18,1° 2025,Independiente Riv.,0,1,Victoria,Visitante,3,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-02-23,1° 2025,Rosario Central,0,1,Derrota,Local,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-03-02,1° 2025,San Lorenzo,1,1,Empate,Visitante,1,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-03-08,1° 2025,Estudiantes LP,0,1,Derrota,Local,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-03-16,1° 2025,Racing Club,1,1,Empate,Visitante,1,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-03-22,1° 2025,River Plate,0,2,Derrota,Local,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-03-30,1° 2025,Belgrano,0,1,Victoria,Visitante,3,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-04-05,1° 2025,Argentinos Jrs,2,1,Victoria,Local,3,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-04-13,1° 2025,Tigre,1,1,Empate,Visitante,1,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-05-11,1° 2025,Platense,1,0,Victoria,Local,3,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-05-18,1° 2025,Vélez Sarsfield,2,0,Derrota,Visitante,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-05-25,1° 2025,Defensa y Justicia,1,1,Empate,Local,1,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-06-01,1° 2025,Banfield,1,0,Derrota,Visitante,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-06-08,1° 2025,Instituto,2,1,Victoria,Local,3,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-06-15,1° 2025,Barracas Central,0,0,Empate,Visitante,1,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-07-20,2° 2025,Independiente Riv.,2,0,Victoria,Local,3,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-07-27,2° 2025,San Lorenzo,0,1,Derrota,Local,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-08-03,2° 2025,Estudiantes LP,2,1,Derrota,Visitante,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-08-10,2° 2025,Rosario Central,1,1,Empate,Visitante,1,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-08-17,2° 2025,Racing Club,0,0,Empate,Local,1,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-08-24,2° 2025,River Plate,3,1,Derrota,Visitante,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-08-31,2° 2025,Belgrano,2,2,Empate,Local,1,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-09-14,2° 2025,Argentinos Jrs,1,0,Derrota,Visitante,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-09-21,2° 2025,Tigre,1,0,Victoria,Local,3,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-09-28,2° 2025,Riestra,1,2,Victoria,Visitante,3,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-10-05,2° 2025,Lanús,1,1,Empate,Local,1,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-10-19,2° 2025,Godoy Cruz,2,0,Derrota,Visitante,0,"Cristian ""Ogo"" Fabiani",Externo,Efectivo,Ignacio Astore
2025-10-26,2° 2025,Sarmiento,1,0,Victoria,Local,3,Lucas Bernardi,Ídolo,Interino,Ignacio Astore
2025-11-02,2° 2025,Unión,2,0,Derrota,Visitante,0,Lucas Bernardi,Ídolo,Interino,Ignacio Astore
2025-11-09,2° 2025,Huracán,1,1,Empate,Local,1,Lucas Bernardi,Ídolo,Interino,Ignacio Astore
2025-11-23,2° 2025,Gimnasia LP,1,0,Derrota,Visitante,0,Lucas Bernardi,Ídolo,Interino,Ignacio Astore
2025-11-30,2° 2025,Central Córdoba (SdE),1,2,Derrota,Local,0,Lucas Bernardi,Ídolo,Interino,Ignacio Astore
2025-12-07,2° 2025,Independiente,1,0,Derrota,Visitante,0,Lucas Bernardi,Ídolo,Interino,Ignacio Astore
2025-12-14,2° 2025,Atlético Tucumán,1,0,Victoria,Local,3,Lucas Bernardi,Ídolo,Interino,Ignacio Astore
